epoch,acc_top5,accuracy,loss,lr,val_acc_top5,val_accuracy,val_loss
0,0.8395780324935913,0.5902857780456543,1.5956740379333496,1e-05,0.8430173397064209,0.5290519595146179,1.7751634120941162
1,0.8451145887374878,0.5981525182723999,1.5623552799224854,1e-05,0.8165137767791748,0.5168195962905884,1.905181884765625
2,0.8497034907341003,0.6037665009498596,1.5325738191604614,1e-05,0.8338429927825928,0.5565749406814575,1.7630796432495117
3,0.8538514375686646,0.60628741979599,1.5101503133773804,1e-05,0.8430173397064209,0.5606523752212524,1.7278497219085693
4,0.8563485145568848,0.6126225590705872,1.485335111618042,1e-05,0.832823634147644,0.5229358077049255,1.8572014570236206
5,0.8598825931549072,0.6179206967353821,1.464341402053833,1e-05,0.8277267813682556,0.5331294536590576,1.7934849262237549
6,0.8641973733901978,0.6225811243057251,1.4416444301605225,1e-05,0.8389398455619812,0.5524974465370178,1.719024419784546
7,0.8674096465110779,0.6278613805770874,1.4180158376693726,1e-05,0.8521916270256042,0.5484199523925781,1.7680144309997559
8,0.870311975479126,0.6318901181221008,1.397013545036316,1e-05,0.832823634147644,0.5310907363891602,1.8243849277496338
9,0.8732322454452515,0.6356685161590576,1.3776181936264038,1e-05,0.8593271970748901,0.5626911520957947,1.683933973312378
10,0.8745433688163757,0.6402455568313599,1.359626293182373,1e-05,0.853210985660553,0.5524974465370178,1.698279857635498
11,0.877403974533081,0.6422420144081116,1.342350721359253,1e-05,0.8481141924858093,0.5759429335594177,1.660837173461914
12,0.8797282576560974,0.646348237991333,1.3294123411178589,1e-05,0.8460754156112671,0.5514780879020691,1.741443395614624
13,0.8829345107078552,0.6495128273963928,1.3088940382003784,1e-05,0.8501529097557068,0.5779816508293152,1.666235089302063
14,0.8849965929985046,0.6534521579742432,1.29196035861969,1e-05,0.8440366983413696,0.5626911520957947,1.7557566165924072
15,0.8879823684692383,0.6599064469337463,1.2700986862182617,1e-05,0.8460754156112671,0.571865439414978,1.7375261783599854
16,0.8904258012771606,0.6622843146324158,1.2562044858932495,1e-05,0.8369011282920837,0.5331294536590576,1.8226529359817505
17,0.8917548060417175,0.6644834280014038,1.2438812255859375,1e-05,0.8511722683906555,0.5983690023422241,1.662946105003357
18,0.893322229385376,0.6685777306556702,1.2285805940628052,1e-05,0.8460754156112671,0.5790010094642639,1.7182379961013794
19,0.8977144956588745,0.6719449162483215,1.2074755430221558,1e-05,0.853210985660553,0.5912334322929382,1.6528233289718628
20,0.8965225219726562,0.6736255288124084,1.203000545501709,1e-05,0.8501529097557068,0.5840978622436523,1.6940752267837524
21,0.9004797339439392,0.6789773106575012,1.180637001991272,1e-05,0.8552497625350952,0.5912334322929382,1.6333543062210083
22,0.9023510813713074,0.6799070239067078,1.1722275018692017,1e-05,0.8613659739494324,0.5953109264373779,1.6458160877227783
23,0.9034000039100647,0.6833457350730896,1.1602648496627808,1e-05,0.856269121170044,0.5891947150230408,1.6568502187728882
24,0.903489351272583,0.6863136291503906,1.1504900455474854,1e-05,0.8440366983413696,0.5657492280006409,1.7481014728546143
25,0.9062129259109497,0.6876962780952454,1.136922836303711,1e-05,0.856269121170044,0.5708460807800293,1.701799750328064
26,0.9082094430923462,0.6893233060836792,1.1281161308288574,1e-05,0.8583078384399414,0.5800203680992126,1.6490260362625122
27,0.9106528759002686,0.6946631073951721,1.1075434684753418,1e-05,0.8603465557098389,0.5861365795135498,1.6750065088272095
