epoch,acc_top5,accuracy,loss,lr,val_acc_top5,val_accuracy,val_loss
0,0.9144914150238037,0.7072337865829468,1.0677516460418701,1e-05,0.8839470744132996,0.6830543875694275,1.3430448770523071
1,0.9170182943344116,0.7087117433547974,1.0549060106277466,1e-05,0.8845847249031067,0.6825442314147949,1.335890769958496
2,0.9181267619132996,0.7126391530036926,1.0457772016525269,1e-05,0.8841702342033386,0.6817471981048584,1.3377059698104858
3,0.9187108278274536,0.7142780423164368,1.0333622694015503,1e-05,0.884297788143158,0.6827355623245239,1.3422881364822388
4,0.9205582737922668,0.715589165687561,1.0236109495162964,1e-05,0.8833413124084473,0.6834050416946411,1.3482009172439575
5,0.9217025637626648,0.7179015278816223,1.0147432088851929,1e-05,0.8842340111732483,0.6849992275238037,1.3398027420043945
6,0.9229958057403564,0.7210243344306946,1.0013991594314575,1e-05,0.885381817817688,0.6849673390388489,1.3465797901153564
7,0.9252067804336548,0.7246954441070557,0.9910110235214233,1e-05,0.8832456469535828,0.6825123429298401,1.3531081676483154
8,0.9257073998451233,0.725404679775238,0.9827422499656677,1e-05,0.8844890594482422,0.6847122311592102,1.3504070043563843
9,0.9273224472999573,0.7283546924591064,0.9734532833099365,1e-05,0.8847441673278809,0.6848078966140747,1.353925347328186
10,0.9286097288131714,0.7288731336593628,0.9667177796363831,1e-05,0.8840427398681641,0.6828949451446533,1.3591907024383545
11,0.9288958311080933,0.7301782965660095,0.9620638489723206,1e-05,0.8834369778633118,0.6830543875694275,1.3609950542449951
12,0.9302545785903931,0.7316920757293701,0.9531768560409546,1e-05,0.8848078846931458,0.6835325956344604,1.361592173576355
13,0.9311723709106445,0.7353155016899109,0.9447756409645081,1e-05,0.8834369778633118,0.6835963726043701,1.3645567893981934
14,0.9322748780250549,0.736799418926239,0.9335952401161194,1e-05,0.885604977607727,0.6816834211349487,1.372951626777649
15,0.9341939091682434,0.7402858138084412,0.9187749028205872,1e-05,0.8842021226882935,0.6849673390388489,1.3661748170852661
