epoch,acc_top5,accuracy,loss,lr,val_acc_top5,val_accuracy,val_loss
0,0.8492028713226318,0.6159003376960754,1.5234724283218384,1e-05,0.8888888955116272,0.6167176365852356,1.430484652519226
1,0.8532852530479431,0.6229804158210754,1.4895987510681152,1e-05,0.9001019597053528,0.6605504751205444,1.2974704504013062
2,0.8568252921104431,0.6279269456863403,1.4623558521270752,1e-05,0.8929663896560669,0.6513761281967163,1.336328387260437
3,0.8606871366500854,0.6349116563796997,1.435569167137146,1e-05,0.8919469714164734,0.6401631236076355,1.3673865795135498
4,0.8631842136383057,0.6390595436096191,1.4149229526519775,1e-05,0.8939857482910156,0.639143705368042,1.3560290336608887
5,0.8681486248970032,0.644083559513092,1.3872101306915283,1e-05,0.8980631828308105,0.6513761281967163,1.3281937837600708
6,0.8709020018577576,0.6472600698471069,1.365913987159729,1e-05,0.8929663896560669,0.6442405581474304,1.3379311561584473
7,0.873500406742096,0.6510146260261536,1.3475022315979004,1e-05,0.9001019597053528,0.668705403804779,1.2958869934082031
8,0.8758246898651123,0.6553711295127869,1.3308485746383667,1e-05,0.9001019597053528,0.6503567695617676,1.325286865234375
9,0.8779343962669373,0.6593700647354126,1.3126299381256104,1e-05,0.9011213183403015,0.5932721495628357,1.4102948904037476
10,0.8809857368469238,0.6608003973960876,1.3016220331192017,1e-05,0.8980631828308105,0.6014271378517151,1.3832361698150635
11,0.8824160695075989,0.6646980047225952,1.281873345375061,1e-05,0.903160035610199,0.6574923396110535,1.296325445175171
12,0.885824978351593,0.6698709726333618,1.2605071067810059,1e-05,0.9102956056594849,0.6799184679985046,1.237665057182312
13,0.8873863816261292,0.6721773743629456,1.2488101720809937,1e-05,0.9041793942451477,0.6503567695617676,1.3181947469711304
14,0.8887988328933716,0.6731011271476746,1.2402904033660889,1e-05,0.903160035610199,0.6442405581474304,1.313206672668457
15,0.8908906579017639,0.6757054924964905,1.2272377014160156,1e-05,0.903160035610199,0.6952089667320251,1.2352590560913086
16,0.8932805061340332,0.6785064935684204,1.2101958990097046,1e-05,0.903160035610199,0.6697247624397278,1.2761303186416626
17,0.8946095108985901,0.6824398636817932,1.2014763355255127,1e-05,0.9041793942451477,0.6472986936569214,1.320354700088501
18,0.8955392241477966,0.6852826476097107,1.1886793375015259,1e-05,0.9113149642944336,0.6809378266334534,1.230368971824646
19,0.8969098925590515,0.6875830888748169,1.1765472888946533,1e-05,0.9092762470245361,0.6788991093635559,1.2197250127792358
20,0.8980959057807922,0.6885783076286316,1.1695244312286377,1e-05,0.9062181711196899,0.6360856294631958,1.3490904569625854
21,0.9005870223045349,0.6926904916763306,1.1535022258758545,1e-05,0.9102956056594849,0.6880733966827393,1.2322698831558228
22,0.9014034867286682,0.6928573846817017,1.146381139755249,1e-05,0.9082568883895874,0.6493374109268188,1.3183073997497559
23,0.9035727977752686,0.6962305307388306,1.1328169107437134,1e-05,0.9021406769752502,0.6605504751205444,1.2981806993484497
24,0.9046932458877563,0.7001221776008606,1.1231253147125244,1e-05,0.9102956056594849,0.6809378266334534,1.25588059425354
25,0.9056586623191833,0.699413001537323,1.1155552864074707,1e-05,0.9113149642944336,0.6829765439033508,1.2373651266098022
