epoch,acc_top5,accuracy,loss,lr,val_acc_top5,val_accuracy,val_loss
0,0.8841562867164612,0.6571351885795593,1.2887426614761353,1e-05,0.8246687054634094,0.574923574924469,1.7227327823638916
1,0.8860931396484375,0.6632617115974426,1.2696062326431274,1e-05,0.8419979810714722,0.5851172208786011,1.7207227945327759
2,0.8896868228912354,0.6662176847457886,1.2523107528686523,1e-05,0.8409786224365234,0.588175356388092,1.6950836181640625
3,0.8912065029144287,0.6705443859100342,1.232378602027893,1e-05,0.8409786224365234,0.5677879452705383,1.7529528141021729
4,0.8946929574012756,0.6760153770446777,1.207600474357605,1e-05,0.8318042755126953,0.571865439414978,1.751150369644165
5,0.8971065878868103,0.6787031888961792,1.1957056522369385,1e-05,0.8440366983413696,0.588175356388092,1.700145959854126
6,0.90024733543396,0.682833194732666,1.1754528284072876,1e-05,0.8430173397064209,0.5840978622436523,1.7151299715042114
7,0.9034833908081055,0.6873029470443726,1.1548222303390503,1e-05,0.8440366983413696,0.5861365795135498,1.6983546018600464
8,0.9034655094146729,0.6901636123657227,1.1454459428787231,1e-05,0.8501529097557068,0.6075433492660522,1.6703119277954102
9,0.9062844514846802,0.6931613087654114,1.1297820806503296,1e-05,0.8419979810714722,0.592252790927887,1.698881983757019
10,0.9092642664909363,0.6982865929603577,1.1059519052505493,1e-05,0.8379204869270325,0.5739041566848755,1.7329833507537842
11,0.9097648859024048,0.6998242139816284,1.101185917854309,1e-05,0.8481141924858093,0.5840978622436523,1.728265643119812
12,0.9112429022789001,0.7021126747131348,1.0880556106567383,1e-05,0.8318042755126953,0.5810397267341614,1.754310965538025
13,0.9135969281196594,0.7055633068084717,1.0742578506469727,1e-05,0.8369011282920837,0.5820591449737549,1.7532001733779907
14,0.9161298274993896,0.7085908651351929,1.0590966939926147,1e-05,0.8440366983413696,0.5871559381484985,1.746130108833313
15,0.9173038601875305,0.7131142020225525,1.0439337491989136,1e-05,0.8389398455619812,0.5891947150230408,1.6996642351150513
16,0.9183586835861206,0.7144968509674072,1.034414291381836,1e-05,0.8460754156112671,0.5790010094642639,1.7478362321853638
17,0.9208140969276428,0.7171012163162231,1.022243857383728,1e-05,0.8470947742462158,0.5810397267341614,1.7158432006835938
18,0.9217497706413269,0.7199618816375732,1.009467363357544,1e-05,0.8481141924858093,0.5698267221450806,1.7291147708892822
